"Var1","Var2","CSEdistance","lat1","long1","lat2","long2","Pop1_cluster","Pop2_cluster"
"52-KR","55-KAF",0.330791870498446,2.2427,32.2397,1.5422,32.0406,"south","south"
"51-MF","55-KAF",0.370700521511086,2.272,31.6362,1.5422,32.0406,"south","south"
"50-KB","55-KAF",0.406600567215907,0.9772,30.5465,1.5422,32.0406,"south","south"
"55-KAF","56-MA",0.536482903743754,1.5422,32.0406,-0.3564,31.9852,"south","south"
"52-KR","56-MA",0.53578841047854,2.2427,32.2397,-0.3564,31.9852,"south","south"
"51-MF","56-MA",0.551957519086369,2.272,31.6362,-0.3564,31.9852,"south","south"
"50-KB","56-MA",0.591405959528314,0.9772,30.5465,-0.3564,31.9852,"south","south"
"54-MS","56-MA",0.587202474472281,1.6303,31.691,-0.3564,31.9852,"south","south"
"50-KB","57-KG",0.574960759660141,0.9772,30.5465,-0.2267,32.1083,"south","south"
"56-MA","57-KG",0.153330429991825,-0.3564,31.9852,-0.2267,32.1083,"south","south"
"51-MF","57-KG",0.540490592323738,2.272,31.6362,-0.2267,32.1083,"south","south"
"55-KAF","57-KG",0.537794756122266,1.5422,32.0406,-0.2267,32.1083,"south","south"
"54-MS","57-KG",0.572581569485435,1.6303,31.691,-0.2267,32.1083,"south","south"
"52-KR","57-KG",0.529565929231315,2.2427,32.2397,-0.2267,32.1083,"south","south"
"54-MS","58-SS",0.545244860079206,1.6303,31.691,-0.5022,32.1691,"south","south"
"50-KB","58-SS",0.562747787128104,0.9772,30.5465,-0.5022,32.1691,"south","south"
"56-MA","58-SS",0.168086282203743,-0.3564,31.9852,-0.5022,32.1691,"south","south"
"51-MF","58-SS",0.523125967891815,2.272,31.6362,-0.5022,32.1691,"south","south"
"57-KG","58-SS",0.140721299770793,-0.2267,32.1083,-0.5022,32.1691,"south","south"
"52-KR","58-SS",0.507140773381543,2.2427,32.2397,-0.5022,32.1691,"south","south"
"55-KAF","58-SS",0.520721326496933,1.5422,32.0406,-0.5022,32.1691,"south","south"
"55-KAF","59-EB",0.478765383059771,1.5422,32.0406,0.0823,32.4852,"south","south"
"52-KR","59-EB",0.462282066996327,2.2427,32.2397,0.0823,32.4852,"south","south"
"54-MS","59-EB",0.561515060469243,1.6303,31.691,0.0823,32.4852,"south","south"
"51-MF","59-EB",0.493000334146062,2.272,31.6362,0.0823,32.4852,"south","south"
"56-MA","59-EB",0.373166468485476,-0.3564,31.9852,0.0823,32.4852,"south","south"
"58-SS","59-EB",0.376420664995034,-0.5022,32.1691,0.0823,32.4852,"south","south"
"57-KG","59-EB",0.374282546314004,-0.2267,32.1083,0.0823,32.4852,"south","south"
"50-KB","59-EB",0.571369540575263,0.9772,30.5465,0.0823,32.4852,"south","south"
"55-KAF","60-NA",0.54197879784257,1.5422,32.0406,0.0703,32.5085,"south","south"
"51-MF","60-NA",0.518632331441541,2.272,31.6362,0.0703,32.5085,"south","south"
"50-KB","60-NA",0.586642614062293,0.9772,30.5465,0.0703,32.5085,"south","south"
"57-KG","60-NA",0.344060003455808,-0.2267,32.1083,0.0703,32.5085,"south","south"
"59-EB","60-NA",0.265619948719853,0.0823,32.4852,0.0703,32.5085,"south","south"
"52-KR","60-NA",0.495384019311427,2.2427,32.2397,0.0703,32.5085,"south","south"
"56-MA","60-NA",0.358809679132794,-0.3564,31.9852,0.0703,32.5085,"south","south"
"58-SS","60-NA",0.341513314318468,-0.5022,32.1691,0.0703,32.5085,"south","south"
"54-MS","60-NA",0.580123293989044,1.6303,31.691,0.0703,32.5085,"south","south"
"60-NA","61-KO",0.269331571089803,0.0703,32.5085,-0.0911,32.6879,"south","south"
"50-KB","61-KO",0.583665357263009,0.9772,30.5465,-0.0911,32.6879,"south","south"
"59-EB","61-KO",0.316415275776474,0.0823,32.4852,-0.0911,32.6879,"south","south"
"51-MF","61-KO",0.536028539185147,2.272,31.6362,-0.0911,32.6879,"south","south"
"56-MA","61-KO",0.357969627562321,-0.3564,31.9852,-0.0911,32.6879,"south","south"
"52-KR","61-KO",0.514239943491153,2.2427,32.2397,-0.0911,32.6879,"south","south"
"55-KAF","61-KO",0.555692750563957,1.5422,32.0406,-0.0911,32.6879,"south","south"
"58-SS","61-KO",0.352612120985256,-0.5022,32.1691,-0.0911,32.6879,"south","south"
"57-KG","61-KO",0.363286611012663,-0.2267,32.1083,-0.0911,32.6879,"south","south"
"54-MS","61-KO",0.582096033238596,1.6303,31.691,-0.0911,32.6879,"south","south"
"52-KR","62-NS",0.511353248166211,2.2427,32.2397,-0.0956,32.6296,"south","south"
"61-KO","62-NS",0.1710221067707,-0.0911,32.6879,-0.0956,32.6296,"south","south"
"59-EB","62-NS",0.324362598376742,0.0823,32.4852,-0.0956,32.6296,"south","south"
"51-MF","62-NS",0.528414239832097,2.272,31.6362,-0.0956,32.6296,"south","south"
"50-KB","62-NS",0.578029166614975,0.9772,30.5465,-0.0956,32.6296,"south","south"
"58-SS","62-NS",0.390865755710871,-0.5022,32.1691,-0.0956,32.6296,"south","south"
"60-NA","62-NS",0.321808950102891,0.0703,32.5085,-0.0956,32.6296,"south","south"
"54-MS","62-NS",0.574345916217302,1.6303,31.691,-0.0956,32.6296,"south","south"
"57-KG","62-NS",0.403153972307137,-0.2267,32.1083,-0.0956,32.6296,"south","south"
"55-KAF","62-NS",0.545067543329388,1.5422,32.0406,-0.0956,32.6296,"south","south"
"56-MA","62-NS",0.382649233622627,-0.3564,31.9852,-0.0956,32.6296,"south","south"
"59-EB","63-DB",0.301780604413155,0.0823,32.4852,0.0127,32.7659,"south","south"
"61-KO","63-DB",0.146219644589971,-0.0911,32.6879,0.0127,32.7659,"south","south"
"56-MA","63-DB",0.396600888000618,-0.3564,31.9852,0.0127,32.7659,"south","south"
"55-KAF","63-DB",0.563788227485074,1.5422,32.0406,0.0127,32.7659,"south","south"
"52-KR","63-DB",0.511410709951618,2.2427,32.2397,0.0127,32.7659,"south","south"
"62-NS","63-DB",0.209776154124907,-0.0956,32.6296,0.0127,32.7659,"south","south"
"54-MS","63-DB",0.584487760082962,1.6303,31.691,0.0127,32.7659,"south","south"
"58-SS","63-DB",0.37922796029978,-0.5022,32.1691,0.0127,32.7659,"south","south"
"50-KB","63-DB",0.592799912852527,0.9772,30.5465,0.0127,32.7659,"south","south"
"57-KG","63-DB",0.391473440377411,-0.2267,32.1083,0.0127,32.7659,"south","south"
"51-MF","63-DB",0.528101579104066,2.272,31.6362,0.0127,32.7659,"south","south"
"60-NA","63-DB",0.242377559798164,0.0703,32.5085,0.0127,32.7659,"south","south"
"58-SS","64-KL",0.321998034813788,-0.5022,32.1691,0.1667,32.7667,"south","south"
"63-DB","64-KL",0.186508134259973,0.0127,32.7659,0.1667,32.7667,"south","south"
"52-KR","64-KL",0.455344305203204,2.2427,32.2397,0.1667,32.7667,"south","south"
"51-MF","64-KL",0.477937186261531,2.272,31.6362,0.1667,32.7667,"south","south"
"50-KB","64-KL",0.544432753757602,0.9772,30.5465,0.1667,32.7667,"south","south"
"59-EB","64-KL",0.26613605200976,0.0823,32.4852,0.1667,32.7667,"south","south"
"61-KO","64-KL",0.199194961573657,-0.0911,32.6879,0.1667,32.7667,"south","south"
"60-NA","64-KL",0.213557904463774,0.0703,32.5085,0.1667,32.7667,"south","south"
"54-MS","64-KL",0.543376196593011,1.6303,31.691,0.1667,32.7667,"south","south"
"57-KG","64-KL",0.335691549126518,-0.2267,32.1083,0.1667,32.7667,"south","south"
"56-MA","64-KL",0.349099442402409,-0.3564,31.9852,0.1667,32.7667,"south","south"
"62-NS","64-KL",0.269602535214067,-0.0956,32.6296,0.1667,32.7667,"south","south"
"55-KAF","64-KL",0.492106610730888,1.5422,32.0406,0.1667,32.7667,"south","south"
"61-KO","65-BZ",0.384084372792241,-0.0911,32.6879,0.1716,33.1883,"south","south"
"54-MS","65-BZ",0.511533772228843,1.6303,31.691,0.1716,33.1883,"south","south"
"64-KL","65-BZ",0.329489069344149,0.1667,32.7667,0.1716,33.1883,"south","south"
"62-NS","65-BZ",0.370626456654187,-0.0956,32.6296,0.1716,33.1883,"south","south"
"52-KR","65-BZ",0.428545742914821,2.2427,32.2397,0.1716,33.1883,"south","south"
"50-KB","65-BZ",0.51341056148875,0.9772,30.5465,0.1716,33.1883,"south","south"
"51-MF","65-BZ",0.445465817555605,2.272,31.6362,0.1716,33.1883,"south","south"
"58-SS","65-BZ",0.423635276205556,-0.5022,32.1691,0.1716,33.1883,"south","south"
"63-DB","65-BZ",0.362201772253836,0.0127,32.7659,0.1716,33.1883,"south","south"
"55-KAF","65-BZ",0.468088193234758,1.5422,32.0406,0.1716,33.1883,"south","south"
"57-KG","65-BZ",0.457255880341658,-0.2267,32.1083,0.1716,33.1883,"south","south"
"59-EB","65-BZ",0.354118618411199,0.0823,32.4852,0.1716,33.1883,"south","south"
"56-MA","65-BZ",0.448803020561072,-0.3564,31.9852,0.1716,33.1883,"south","south"
"60-NA","65-BZ",0.42856414915169,0.0703,32.5085,0.1716,33.1883,"south","south"
"57-KG","66-BY",0.455601595147859,-0.2267,32.1083,0.0675,33.2684,"south","south"
"50-KB","66-BY",0.500302613843917,0.9772,30.5465,0.0675,33.2684,"south","south"
"63-DB","66-BY",0.372065372531428,0.0127,32.7659,0.0675,33.2684,"south","south"
"65-BZ","66-BY",0.182895686468131,0.1716,33.1883,0.0675,33.2684,"south","south"
"59-EB","66-BY",0.37401285111706,0.0823,32.4852,0.0675,33.2684,"south","south"
"55-KAF","66-BY",0.468393852565837,1.5422,32.0406,0.0675,33.2684,"south","south"
"56-MA","66-BY",0.450474105753727,-0.3564,31.9852,0.0675,33.2684,"south","south"
"61-KO","66-BY",0.386596173152712,-0.0911,32.6879,0.0675,33.2684,"south","south"
"64-KL","66-BY",0.323062016608176,0.1667,32.7667,0.0675,33.2684,"south","south"
"62-NS","66-BY",0.389753202182177,-0.0956,32.6296,0.0675,33.2684,"south","south"
"54-MS","66-BY",0.522597345750504,1.6303,31.691,0.0675,33.2684,"south","south"
"51-MF","66-BY",0.439698015077703,2.272,31.6362,0.0675,33.2684,"south","south"
"58-SS","66-BY",0.424709304980544,-0.5022,32.1691,0.0675,33.2684,"south","south"
"52-KR","66-BY",0.423715462272687,2.2427,32.2397,0.0675,33.2684,"south","south"
"60-NA","66-BY",0.430063561042286,0.0703,32.5085,0.0675,33.2684,"south","south"
"55-KAF","68-LI",0.447283286789302,1.5422,32.0406,0.3168,33.3532,"south","south"
"51-MF","68-LI",0.420489666928307,2.272,31.6362,0.3168,33.3532,"south","south"
"50-KB","68-LI",0.485335066616324,0.9772,30.5465,0.3168,33.3532,"south","south"
"57-KG","68-LI",0.41671663748715,-0.2267,32.1083,0.3168,33.3532,"south","south"
"66-BY","68-LI",0.176523346859661,0.0675,33.2684,0.3168,33.3532,"south","south"
"63-DB","68-LI",0.347543111560452,0.0127,32.7659,0.3168,33.3532,"south","south"
"54-MS","68-LI",0.506840128805902,1.6303,31.691,0.3168,33.3532,"south","south"
"52-KR","68-LI",0.398324601353758,2.2427,32.2397,0.3168,33.3532,"south","south"
"59-EB","68-LI",0.317444330131823,0.0823,32.4852,0.3168,33.3532,"south","south"
"65-BZ","68-LI",0.20269287795628,0.1716,33.1883,0.3168,33.3532,"south","south"
"61-KO","68-LI",0.353399138734014,-0.0911,32.6879,0.3168,33.3532,"south","south"
"64-KL","68-LI",0.292397311228614,0.1667,32.7667,0.3168,33.3532,"south","south"
"62-NS","68-LI",0.35671242638552,-0.0956,32.6296,0.3168,33.3532,"south","south"
"60-NA","68-LI",0.389058042107842,0.0703,32.5085,0.3168,33.3532,"south","south"
"58-SS","68-LI",0.393327473068,-0.5022,32.1691,0.3168,33.3532,"south","south"
"56-MA","68-LI",0.407925181772595,-0.3564,31.9852,0.3168,33.3532,"south","south"
"60-NA","69-BV",0.358482307330786,0.0703,32.5085,0.4742,33.3824,"south","south"
"52-KR","69-BV",0.434293820950512,2.2427,32.2397,0.4742,33.3824,"south","south"
"65-BZ","69-BV",0.233810354256373,0.1716,33.1883,0.4742,33.3824,"south","south"
"51-MF","69-BV",0.446427169127142,2.272,31.6362,0.4742,33.3824,"south","south"
"62-NS","69-BV",0.355909703770604,-0.0956,32.6296,0.4742,33.3824,"south","south"
"61-KO","69-BV",0.338996758059406,-0.0911,32.6879,0.4742,33.3824,"south","south"
"58-SS","69-BV",0.363087237792518,-0.5022,32.1691,0.4742,33.3824,"south","south"
"64-KL","69-BV",0.262501340470588,0.1667,32.7667,0.4742,33.3824,"south","south"
"59-EB","69-BV",0.372509672286176,0.0823,32.4852,0.4742,33.3824,"south","south"
"55-KAF","69-BV",0.477782448685829,1.5422,32.0406,0.4742,33.3824,"south","south"
"68-LI","69-BV",0.206076490594559,0.3168,33.3532,0.4742,33.3824,"south","south"
"63-DB","69-BV",0.325375239479855,0.0127,32.7659,0.4742,33.3824,"south","south"
"57-KG","69-BV",0.394842065015462,-0.2267,32.1083,0.4742,33.3824,"south","south"
"54-MS","69-BV",0.509761477692199,1.6303,31.691,0.4742,33.3824,"south","south"
"66-BY","69-BV",0.209773376567487,0.0675,33.2684,0.4742,33.3824,"south","south"
"56-MA","69-BV",0.398525466096289,-0.3564,31.9852,0.4742,33.3824,"south","south"
"50-KB","69-BV",0.500879436165093,0.9772,30.5465,0.4742,33.3824,"south","south"
"66-BY","70-MGG",0.187609674164297,0.0675,33.2684,0.4222,33.4559,"south","south"
"69-BV","70-MGG",0.214182932975317,0.4742,33.3824,0.4222,33.4559,"south","south"
"63-DB","70-MGG",0.371561238848265,0.0127,32.7659,0.4222,33.4559,"south","south"
"62-NS","70-MGG",0.392547689784934,-0.0956,32.6296,0.4222,33.4559,"south","south"
"55-KAF","70-MGG",0.470525093838826,1.5422,32.0406,0.4222,33.4559,"south","south"
"57-KG","70-MGG",0.436626989423392,-0.2267,32.1083,0.4222,33.4559,"south","south"
"60-NA","70-MGG",0.398379636661836,0.0703,32.5085,0.4222,33.4559,"south","south"
"51-MF","70-MGG",0.425737665788425,2.272,31.6362,0.4222,33.4559,"south","south"
"50-KB","70-MGG",0.489073996635937,0.9772,30.5465,0.4222,33.4559,"south","south"
"52-KR","70-MGG",0.419975908036247,2.2427,32.2397,0.4222,33.4559,"south","south"
"61-KO","70-MGG",0.379389319580277,-0.0911,32.6879,0.4222,33.4559,"south","south"
"58-SS","70-MGG",0.398386079710823,-0.5022,32.1691,0.4222,33.4559,"south","south"
"65-BZ","70-MGG",0.228331019921936,0.1716,33.1883,0.4222,33.4559,"south","south"
"64-KL","70-MGG",0.315870873297055,0.1667,32.7667,0.4222,33.4559,"south","south"
"56-MA","70-MGG",0.431745169020986,-0.3564,31.9852,0.4222,33.4559,"south","south"
"59-EB","70-MGG",0.36202218314403,0.0823,32.4852,0.4222,33.4559,"south","south"
"54-MS","70-MGG",0.512763012541384,1.6303,31.691,0.4222,33.4559,"south","south"
"68-LI","70-MGG",0.178235550297939,0.3168,33.3532,0.4222,33.4559,"south","south"
"51-MF","71-BD",0.446647098746601,2.272,31.6362,0.5208,33.1209,"south","south"
"66-BY","71-BD",0.226346371204051,0.0675,33.2684,0.5208,33.1209,"south","south"
"57-KG","71-BD",0.43794009257653,-0.2267,32.1083,0.5208,33.1209,"south","south"
"65-BZ","71-BD",0.246329104677204,0.1716,33.1883,0.5208,33.1209,"south","south"
"50-KB","71-BD",0.50315412664106,0.9772,30.5465,0.5208,33.1209,"south","south"
"68-LI","71-BD",0.224032469466717,0.3168,33.3532,0.5208,33.1209,"south","south"
"60-NA","71-BD",0.410006351717136,0.0703,32.5085,0.5208,33.1209,"south","south"
"54-MS","71-BD",0.514064704862232,1.6303,31.691,0.5208,33.1209,"south","south"
"70-MGG","71-BD",0.241929086494319,0.4222,33.4559,0.5208,33.1209,"south","south"
"64-KL","71-BD",0.318741547328572,0.1667,32.7667,0.5208,33.1209,"south","south"
"61-KO","71-BD",0.374529305676845,-0.0911,32.6879,0.5208,33.1209,"south","south"
"63-DB","71-BD",0.363311141655735,0.0127,32.7659,0.5208,33.1209,"south","south"
"55-KAF","71-BD",0.449242652247707,1.5422,32.0406,0.5208,33.1209,"south","south"
"62-NS","71-BD",0.368542333780609,-0.0956,32.6296,0.5208,33.1209,"south","south"
"69-BV","71-BD",0.242014058389882,0.4742,33.3824,0.5208,33.1209,"south","south"
"52-KR","71-BD",0.428897839124061,2.2427,32.2397,0.5208,33.1209,"south","south"
"56-MA","71-BD",0.429767318933802,-0.3564,31.9852,0.5208,33.1209,"south","south"
"59-EB","71-BD",0.344842953609335,0.0823,32.4852,0.5208,33.1209,"south","south"
"58-SS","71-BD",0.412911929320859,-0.5022,32.1691,0.5208,33.1209,"south","south"
"52-KR","72-JN",0.396851080699359,2.2427,32.2397,1.3367,32.7247,"south","south"
"63-DB","72-JN",0.344389517368289,0.0127,32.7659,1.3367,32.7247,"south","south"
"71-BD","72-JN",0.331924851499871,0.5208,33.1209,1.3367,32.7247,"south","south"
"64-KL","72-JN",0.321287022930339,0.1667,32.7667,1.3367,32.7247,"south","south"
"69-BV","72-JN",0.349476763330778,0.4742,33.3824,1.3367,32.7247,"south","south"
"61-KO","72-JN",0.370022465902572,-0.0911,32.6879,1.3367,32.7247,"south","south"
"55-KAF","72-JN",0.437394327040429,1.5422,32.0406,1.3367,32.7247,"south","south"
"57-KG","72-JN",0.459559110693558,-0.2267,32.1083,1.3367,32.7247,"south","south"
"65-BZ","72-JN",0.369537185182835,0.1716,33.1883,1.3367,32.7247,"south","south"
"68-LI","72-JN",0.34458245903305,0.3168,33.3532,1.3367,32.7247,"south","south"
"62-NS","72-JN",0.384786751424276,-0.0956,32.6296,1.3367,32.7247,"south","south"
"50-KB","72-JN",0.483555831747739,0.9772,30.5465,1.3367,32.7247,"south","south"
"59-EB","72-JN",0.38587774404914,0.0823,32.4852,1.3367,32.7247,"south","south"
"54-MS","72-JN",0.510969993700435,1.6303,31.691,1.3367,32.7247,"south","south"
"58-SS","72-JN",0.461601573795619,-0.5022,32.1691,1.3367,32.7247,"south","south"
"51-MF","72-JN",0.417747523365705,2.272,31.6362,1.3367,32.7247,"south","south"
"60-NA","72-JN",0.373486922252031,0.0703,32.5085,1.3367,32.7247,"south","south"
"56-MA","72-JN",0.480450484010399,-0.3564,31.9852,1.3367,32.7247,"south","south"
"70-MGG","72-JN",0.362023042468673,0.4222,33.4559,1.3367,32.7247,"south","south"
"66-BY","72-JN",0.360716674293617,0.0675,33.2684,1.3367,32.7247,"south","south"
"61-KO","73-IGG",0.352507851461278,-0.0911,32.6879,0.7312,33.5861,"south","south"
"50-KB","73-IGG",0.487891957975274,0.9772,30.5465,0.7312,33.5861,"south","south"
"51-MF","73-IGG",0.422664255032515,2.272,31.6362,0.7312,33.5861,"south","south"
"59-EB","73-IGG",0.351681995633062,0.0823,32.4852,0.7312,33.5861,"south","south"
"70-MGG","73-IGG",0.185675580226729,0.4222,33.4559,0.7312,33.5861,"south","south"
"64-KL","73-IGG",0.310081049473837,0.1667,32.7667,0.7312,33.5861,"south","south"
"52-KR","73-IGG",0.410206727688537,2.2427,32.2397,0.7312,33.5861,"south","south"
"66-BY","73-IGG",0.262374775185713,0.0675,33.2684,0.7312,33.5861,"south","south"
"58-SS","73-IGG",0.402728912404969,-0.5022,32.1691,0.7312,33.5861,"south","south"
"54-MS","73-IGG",0.511108098172004,1.6303,31.691,0.7312,33.5861,"south","south"
"71-BD","73-IGG",0.279634243509238,0.5208,33.1209,0.7312,33.5861,"south","south"
"68-LI","73-IGG",0.215979683094697,0.3168,33.3532,0.7312,33.5861,"south","south"
"69-BV","73-IGG",0.263727044630362,0.4742,33.3824,0.7312,33.5861,"south","south"
"63-DB","73-IGG",0.358822684355294,0.0127,32.7659,0.7312,33.5861,"south","south"
"72-JN","73-IGG",0.351735399044807,1.3367,32.7247,0.7312,33.5861,"south","south"
"57-KG","73-IGG",0.434381509703078,-0.2267,32.1083,0.7312,33.5861,"south","south"
"65-BZ","73-IGG",0.273383278748205,0.1716,33.1883,0.7312,33.5861,"south","south"
"56-MA","73-IGG",0.426218448601619,-0.3564,31.9852,0.7312,33.5861,"south","south"
"62-NS","73-IGG",0.365800744921564,-0.0956,32.6296,0.7312,33.5861,"south","south"
"55-KAF","73-IGG",0.459248669942759,1.5422,32.0406,0.7312,33.5861,"south","south"
"60-NA","73-IGG",0.384349899351926,0.0703,32.5085,0.7312,33.5861,"south","south"
"64-KL","74-NAM",0.346906815117365,0.1667,32.7667,0.845,33.7406,"south","south"
"72-JN","74-NAM",0.387524504552588,1.3367,32.7247,0.845,33.7406,"south","south"
"65-BZ","74-NAM",0.295274271050867,0.1716,33.1883,0.845,33.7406,"south","south"
"68-LI","74-NAM",0.279519640455458,0.3168,33.3532,0.845,33.7406,"south","south"
"50-KB","74-NAM",0.494263907567069,0.9772,30.5465,0.845,33.7406,"south","south"
"55-KAF","74-NAM",0.470642504870648,1.5422,32.0406,0.845,33.7406,"south","south"
"71-BD","74-NAM",0.280524901976737,0.5208,33.1209,0.845,33.7406,"south","south"
"73-IGG","74-NAM",0.25845720755433,0.7312,33.5861,0.845,33.7406,"south","south"
"56-MA","74-NAM",0.450893186467678,-0.3564,31.9852,0.845,33.7406,"south","south"
"61-KO","74-NAM",0.39661135822079,-0.0911,32.6879,0.845,33.7406,"south","south"
"66-BY","74-NAM",0.281226584619492,0.0675,33.2684,0.845,33.7406,"south","south"
"60-NA","74-NAM",0.415970439413982,0.0703,32.5085,0.845,33.7406,"south","south"
"59-EB","74-NAM",0.368841114717711,0.0823,32.4852,0.845,33.7406,"south","south"
"52-KR","74-NAM",0.433033825487426,2.2427,32.2397,0.845,33.7406,"south","south"
"51-MF","74-NAM",0.43547229747748,2.272,31.6362,0.845,33.7406,"south","south"
"54-MS","74-NAM",0.51090026874797,1.6303,31.691,0.845,33.7406,"south","south"
"57-KG","74-NAM",0.455381671900153,-0.2267,32.1083,0.845,33.7406,"south","south"
"58-SS","74-NAM",0.411719948184979,-0.5022,32.1691,0.845,33.7406,"south","south"
"63-DB","74-NAM",0.387155060881355,0.0127,32.7659,0.845,33.7406,"south","south"
"62-NS","74-NAM",0.415338938811793,-0.0956,32.6296,0.845,33.7406,"south","south"
"70-MGG","74-NAM",0.262788862020182,0.4222,33.4559,0.845,33.7406,"south","south"
"69-BV","74-NAM",0.29311937114389,0.4742,33.3824,0.845,33.7406,"south","south"
"50-KB","76-TB",0.501801436301379,0.9772,30.5465,0.5916,34.0586,"south","south"
"60-NA","76-TB",0.447647327733209,0.0703,32.5085,0.5916,34.0586,"south","south"
"73-IGG","76-TB",0.372015517242004,0.7312,33.5861,0.5916,34.0586,"south","south"
"64-KL","76-TB",0.408598305824705,0.1667,32.7667,0.5916,34.0586,"south","south"
"65-BZ","76-TB",0.417348453593987,0.1716,33.1883,0.5916,34.0586,"south","south"
"74-NAM","76-TB",0.351197925641927,0.845,33.7406,0.5916,34.0586,"south","south"
"59-EB","76-TB",0.44792332145665,0.0823,32.4852,0.5916,34.0586,"south","south"
"57-KG","76-TB",0.426251859637812,-0.2267,32.1083,0.5916,34.0586,"south","south"
"51-MF","76-TB",0.468382560297035,2.272,31.6362,0.5916,34.0586,"south","south"
"56-MA","76-TB",0.421706602372592,-0.3564,31.9852,0.5916,34.0586,"south","south"
"69-BV","76-TB",0.376982960759038,0.4742,33.3824,0.5916,34.0586,"south","south"
"62-NS","76-TB",0.472468321438193,-0.0956,32.6296,0.5916,34.0586,"south","south"
"61-KO","76-TB",0.454604359272288,-0.0911,32.6879,0.5916,34.0586,"south","south"
"70-MGG","76-TB",0.370624219304484,0.4222,33.4559,0.5916,34.0586,"south","south"
"54-MS","76-TB",0.528661022026006,1.6303,31.691,0.5916,34.0586,"south","south"
"55-KAF","76-TB",0.513595935281974,1.5422,32.0406,0.5916,34.0586,"south","south"
"58-SS","76-TB",0.407704537959753,-0.5022,32.1691,0.5916,34.0586,"south","south"
"71-BD","76-TB",0.396329703895286,0.5208,33.1209,0.5916,34.0586,"south","south"
"66-BY","76-TB",0.371396800022898,0.0675,33.2684,0.5916,34.0586,"south","south"
"68-LI","76-TB",0.377092867519252,0.3168,33.3532,0.5916,34.0586,"south","south"
"52-KR","76-TB",0.473751933254769,2.2427,32.2397,0.5916,34.0586,"south","south"
"63-DB","76-TB",0.467179622343463,0.0127,32.7659,0.5916,34.0586,"south","south"
"72-JN","76-TB",0.453632552457852,1.3367,32.7247,0.5916,34.0586,"south","south"
"50-KB","78-OK",0.465148637239008,0.9772,30.5465,0.5194,34.119,"south","south"
"63-DB","78-OK",0.390382257890562,0.0127,32.7659,0.5194,34.119,"south","south"
"55-KAF","78-OK",0.453136819078247,1.5422,32.0406,0.5194,34.119,"south","south"
"56-MA","78-OK",0.448303660527492,-0.3564,31.9852,0.5194,34.119,"south","south"
"66-BY","78-OK",0.2703178346615,0.0675,33.2684,0.5194,34.119,"south","south"
"59-EB","78-OK",0.367284573512008,0.0823,32.4852,0.5194,34.119,"south","south"
"52-KR","78-OK",0.416079933193602,2.2427,32.2397,0.5194,34.119,"south","south"
"70-MGG","78-OK",0.246444532892756,0.4222,33.4559,0.5194,34.119,"south","south"
"65-BZ","78-OK",0.296952737601274,0.1716,33.1883,0.5194,34.119,"south","south"
"58-SS","78-OK",0.435047878501297,-0.5022,32.1691,0.5194,34.119,"south","south"
"72-JN","78-OK",0.34720317796665,1.3367,32.7247,0.5194,34.119,"south","south"
"76-TB","78-OK",0.31328126664376,0.5916,34.0586,0.5194,34.119,"south","south"
"60-NA","78-OK",0.409669746674238,0.0703,32.5085,0.5194,34.119,"south","south"
"61-KO","78-OK",0.391606800362643,-0.0911,32.6879,0.5194,34.119,"south","south"
"64-KL","78-OK",0.333059951192686,0.1667,32.7667,0.5194,34.119,"south","south"
"54-MS","78-OK",0.508480372821415,1.6303,31.691,0.5194,34.119,"south","south"
"71-BD","78-OK",0.285437719131981,0.5208,33.1209,0.5194,34.119,"south","south"
"51-MF","78-OK",0.428710855309966,2.272,31.6362,0.5194,34.119,"south","south"
"68-LI","78-OK",0.264933615470694,0.3168,33.3532,0.5194,34.119,"south","south"
"62-NS","78-OK",0.405599019425922,-0.0956,32.6296,0.5194,34.119,"south","south"
"74-NAM","78-OK",0.255901343046729,0.845,33.7406,0.5194,34.119,"south","south"
"69-BV","78-OK",0.303941608431858,0.4742,33.3824,0.5194,34.119,"south","south"
"73-IGG","78-OK",0.23474993004825,0.7312,33.5861,0.5194,34.119,"south","south"
"57-KG","78-OK",0.447864627894618,-0.2267,32.1083,0.5194,34.119,"south","south"
"69-BV","79-BU",0.279496107287141,0.4742,33.3824,0.2434,33.9932,"south","south"
"57-KG","79-BU",0.396801723579205,-0.2267,32.1083,0.2434,33.9932,"south","south"
"61-KO","79-BU",0.369084199640134,-0.0911,32.6879,0.2434,33.9932,"south","south"
"73-IGG","79-BU",0.228958217183262,0.7312,33.5861,0.2434,33.9932,"south","south"
"72-JN","79-BU",0.348806199329044,1.3367,32.7247,0.2434,33.9932,"south","south"
"50-KB","79-BU",0.486518969071951,0.9772,30.5465,0.2434,33.9932,"south","south"
"59-EB","79-BU",0.365014563840017,0.0823,32.4852,0.2434,33.9932,"south","south"
"76-TB","79-BU",0.322500875048497,0.5916,34.0586,0.2434,33.9932,"south","south"
"52-KR","79-BU",0.420382468924218,2.2427,32.2397,0.2434,33.9932,"south","south"
"63-DB","79-BU",0.367570947049307,0.0127,32.7659,0.2434,33.9932,"south","south"
"60-NA","79-BU",0.381314664815032,0.0703,32.5085,0.2434,33.9932,"south","south"
"66-BY","79-BU",0.262803991595501,0.0675,33.2684,0.2434,33.9932,"south","south"
"65-BZ","79-BU",0.305719996311201,0.1716,33.1883,0.2434,33.9932,"south","south"
